CLAIM_NUMBER,POLICY,RISK_STATE,DATE_OF_LOSS,NOTICE_DATE,AMOUNT,DATE,COMPANY,TYPE,COVERAGE,ACCIDENT_STATE,ACCIDENT_COMMENTS,MONTH_YEAR,DAYS_TO_NOTICE,COMPANY_NORMALIZED
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,35200.0,2022-03-09,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,GA ,*CARGO IV OVERTURNED ,2022-03-01,4,WORLD SPECIALTY INSURANCE CO
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,-40.8,2022-06-02,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,GA ,*CARGO IV OVERTURNED ,2022-06-01,4,WORLD SPECIALTY INSURANCE CO
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,-2105.0,2022-06-02,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,GA ,*CARGO IV OVERTURNED ,2022-06-01,4,WORLD SPECIALTY INSURANCE CO
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,50159.2,2022-06-02,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,GA ,*CARGO IV OVERTURNED ,2022-06-01,4,WORLD SPECIALTY INSURANCE CO
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,-1000.0,2022-06-15,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,GA ,*CARGO IV OVERTURNED ,2022-06-01,4,WORLD SPECIALTY INSURANCE CO
CLM20067,BSL61158667,GA,2021-05-13,2021-05-17,1000.0,2022-06-15,WORLD SPECIALTY INSURANCE CO,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,GA ,*CARGO IV OVERTURNED ,2022-06-01,4,WORLD SPECIALTY INSURANCE CO
CLM20068,VIL56741883,IL,2021-05-08,2021-05-17,15000.0,2021-05-20,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,WA,*CARGO LOAD DAMAGED ,2021-05-01,9,WORLD SPECIALTY INSURANCE CO
CLM20068,VIL56741883,IL,2021-05-08,2021-05-17,-15000.0,2022-01-27,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,WA,*CARGO LOAD DAMAGED ,2022-01-01,9,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,15000.0,2021-05-27,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX ,*CARGO STOLEN ,2021-05-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,-15000.0,2021-09-27,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX ,*CARGO STOLEN ,2021-09-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,742.5,2023-08-09,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,358-Legal Expenses,TX ,*CARGO STOLEN ,2023-08-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,5000.0,2023-08-09,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2023-08-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,-4257.5,2023-09-20,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2023-09-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,5000.0,2024-02-01,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-02-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,-5000.0,2024-02-29,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-02-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,5000.0,2024-03-14,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-03-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,-5000.0,2024-03-28,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-03-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,585.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-04-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,-15.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-04-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,500.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-04-01,11,WORLD SPECIALTY INSURANCE CO
CLM20069,YEY47582388,TX,2021-05-07,2021-05-18,100.0,2024-04-09,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,358-Legal Expenses,TX ,*CARGO STOLEN ,2024-04-01,11,WORLD SPECIALTY INSURANCE CO
CLM20070,NPD92878907,IL,2021-02-09,2021-05-20,15000.0,2021-05-21,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,UT,*CARGO* FREIGHT WAS DAMAGED IN TRANSIT,2021-05-01,100,WORLD SPECIALTY INSURANCE CO
CLM20070,NPD92878907,IL,2021-02-09,2021-05-20,-15000.0,2021-10-14,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,UT,*CARGO* FREIGHT WAS DAMAGED IN TRANSIT,2021-10-01,100,WORLD SPECIALTY INSURANCE CO
CLM20071,ILP11063756,IL,2021-04-12,2021-05-21,15000.0,2021-05-21,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,MO ,*CARGO LOAD DAMAGED ,2021-05-01,39,WORLD SPECIALTY INSURANCE CO
CLM20071,ILP11063756,IL,2021-04-12,2021-05-21,-15000.0,2021-06-25,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,MO ,*CARGO LOAD DAMAGED ,2021-06-01,39,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,15000.0,2021-05-24,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO* CARGO REJECTED,2021-05-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,528.0,2021-07-27,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2021-07-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,2000.0,2021-07-27,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2021-07-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,-15000.0,2021-07-29,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO* CARGO REJECTED,2021-07-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,-1472.0,2021-07-29,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2021-07-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,2000.0,2021-12-09,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2021-12-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,1476.1,2021-12-10,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2021-12-01,24,WORLD SPECIALTY INSURANCE CO
CLM20072,XNM13145385,IL,2021-04-30,2021-05-24,-523.9,2022-01-24,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,CA,*CARGO* CARGO REJECTED,2022-01-01,24,WORLD SPECIALTY INSURANCE CO
CLM20074,SME47394788,CA,2021-05-18,2021-05-27,15000.0,2021-05-28,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NM,*CARGO IV BROKE DOWN & LOAD REFUSED,2021-05-01,9,WORLD SPECIALTY INSURANCE CO
CLM20074,SME47394788,CA,2021-05-18,2021-05-27,-15000.0,2021-12-29,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NM,*CARGO IV BROKE DOWN & LOAD REFUSED,2021-12-01,9,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,15000.0,2021-06-01,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-06-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,14074.0,2021-09-24,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-09-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,10000.0,2021-09-24,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-09-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,2500.0,2021-09-24,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-09-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,-878.0,2021-10-28,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,29073.01,2021-10-28,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,1775.0,2021-10-28,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,9122.0,2021-10-28,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,-0.99,2021-10-28,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20075,DJY14770814,CA,2021-05-21,2021-05-24,-725.0,2021-10-28,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,CA,*CARGO LOAD DAMAGED WHEN IV HIT DISABLED VEHICLE,2021-10-01,3,WORLD SPECIALTY INSURANCE CO
CLM20076,SIO87950210,CA,2021-05-28,2021-05-28,15000.0,2021-06-01,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2021-06-01,0,WORLD SPECIALTY INSURANCE CO
CLM20076,SIO87950210,CA,2021-05-28,2021-05-28,-15000.0,2021-09-23,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,PA,*CARGO* LOAD REJECTED DUE TO TEMP CHANGE,2021-09-01,0,WORLD SPECIALTY INSURANCE CO
CLM20077,BZV46170578,CA,2021-06-01,2021-06-02,15000.0,2021-06-02,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NE,*CARGO* IV COLLIDED WITH CONCRETE STRUCTURE,2021-06-01,1,WORLD SPECIALTY INSURANCE CO
CLM20077,BZV46170578,CA,2021-06-01,2021-06-02,2500.0,2021-07-01,WORLD SPECIALTY INSURANCE CO,START-EXP-RSV,357-Adjusting Expenses,NE,*CARGO* IV COLLIDED WITH CONCRETE STRUCTURE,2021-07-01,1,WORLD SPECIALTY INSURANCE CO
CLM20077,BZV46170578,CA,2021-06-01,2021-06-02,249.0,2021-07-08,WORLD SPECIALTY INSURANCE CO,EXPENSE-PAID,357-Adjusting Expenses,NE,*CARGO* IV COLLIDED WITH CONCRETE STRUCTURE,2021-07-01,1,WORLD SPECIALTY INSURANCE CO
CLM20077,BZV46170578,CA,2021-06-01,2021-06-02,-15000.0,2021-08-26,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NE,*CARGO* IV COLLIDED WITH CONCRETE STRUCTURE,2021-08-01,1,WORLD SPECIALTY INSURANCE CO
CLM20077,BZV46170578,CA,2021-06-01,2021-06-02,-2251.0,2021-08-26,WORLD SPECIALTY INSURANCE CO,RSV-EXP-CHG,357-Adjusting Expenses,NE,*CARGO* IV COLLIDED WITH CONCRETE STRUCTURE,2021-08-01,1,WORLD SPECIALTY INSURANCE CO
CLM20078,IVA75146088,CA,2021-05-13,2021-06-01,15000.0,2021-06-02,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OH,*CARGO* IV ROLLED OVER,2021-06-01,19,WORLD SPECIALTY INSURANCE CO
CLM20078,IVA75146088,CA,2021-05-13,2021-06-01,-15000.0,2021-10-05,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OH,*CARGO* IV ROLLED OVER,2021-10-01,19,WORLD SPECIALTY INSURANCE CO
CLM20079,QUJ77673752,CA,2021-05-28,2021-06-02,15000.0,2021-06-02,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* LOAD REJECTED DUE TO DAMAGE DURING TRANSIT,2021-06-01,5,WORLD SPECIALTY INSURANCE CO
CLM20079,QUJ77673752,CA,2021-05-28,2021-06-02,-15000.0,2022-03-01,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* LOAD REJECTED DUE TO DAMAGE DURING TRANSIT,2022-03-01,5,WORLD SPECIALTY INSURANCE CO
CLM20080,HPM62523656,OH,2021-03-12,2021-06-03,15000.0,2021-06-03,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OR,*CARGO* LOAD REJECTED DUE TO DAMAGE,2021-06-01,83,WORLD SPECIALTY INSURANCE CO
CLM20080,HPM62523656,OH,2021-03-12,2021-06-03,-15000.0,2021-12-08,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OR,*CARGO* LOAD REJECTED DUE TO DAMAGE,2021-12-01,83,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,15000.0,2021-06-07,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-06-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,7500.0,2021-07-02,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-07-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,-2500.0,2021-07-02,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-07-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,10000.0,2021-07-02,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-07-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,28000.0,2021-08-18,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-08-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,42541.07,2021-08-19,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-08-01,3,WORLD SPECIALTY INSURANCE CO
CLM20081,ILP11063756,IL,2021-05-30,2021-06-02,-458.93,2021-08-19,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,FL,*CARGO* IV LOST CONTROL & HIT A TREE,2021-08-01,3,WORLD SPECIALTY INSURANCE CO
CLM20082,HPM62523656,OH,2021-04-30,2021-06-07,15000.0,2021-06-07,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,WA,*CARGO* IV BROKE DOWN - LOAD WAS DELIVERED LATE,2021-06-01,38,WORLD SPECIALTY INSURANCE CO
CLM20082,HPM62523656,OH,2021-04-30,2021-06-07,-15000.0,2022-01-12,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,WA,*CARGO* IV BROKE DOWN - LOAD WAS DELIVERED LATE,2022-01-01,38,WORLD SPECIALTY INSURANCE CO
CLM20083,IXJ87164810,GA,2020-11-30,2021-06-08,15000.0,2021-06-08,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,GA,*CARGO* ID DID NOT PARK LOAD & CARGO WAS DAMAGED,2021-06-01,190,WORLD SPECIALTY INSURANCE CO
CLM20083,IXJ87164810,GA,2020-11-30,2021-06-08,-15000.0,2021-09-24,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,GA,*CARGO* ID DID NOT PARK LOAD & CARGO WAS DAMAGED,2021-09-01,190,WORLD SPECIALTY INSURANCE CO
CLM20084,HPM62523656,OH,2021-05-24,2021-06-08,15000.0,2021-06-08,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,*CARGO* LOAD UNDELIVERED,2021-06-01,15,WORLD SPECIALTY INSURANCE CO
CLM20084,HPM62523656,OH,2021-05-24,2021-06-08,-15000.0,2021-07-08,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,*CARGO* LOAD UNDELIVERED,2021-07-01,15,WORLD SPECIALTY INSURANCE CO
CLM20085,HPM62523656,OH,2021-05-28,2021-06-09,15000.0,2021-06-09,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OR,*CARGO* LOAD REJECTED DUE TO DAMAGED PRODUCT,2021-06-01,12,WORLD SPECIALTY INSURANCE CO
CLM20085,HPM62523656,OH,2021-05-28,2021-06-09,-15000.0,2021-09-24,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OR,*CARGO* LOAD REJECTED DUE TO DAMAGED PRODUCT,2021-09-01,12,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,15000.0,2021-06-09,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-06-01,6,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,15000.0,2021-10-11,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-10-01,6,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,28947.0,2021-10-11,WORLD SPECIALTY INSURANCE CO,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-10-01,6,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,-15000.0,2021-10-11,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-10-01,6,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,-1000.0,2021-10-11,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-10-01,6,WORLD SPECIALTY INSURANCE CO
CLM20086,FPU25195683,CA,2021-06-03,2021-06-09,14947.0,2021-10-11,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,IN,*CARGO* UNKNOWN,2021-10-01,6,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,15000.0,2021-06-10,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2021-06-01,3,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,1000.0,2021-09-27,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2021-09-01,3,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,2500.0,2021-09-27,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2021-09-01,3,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,-1000.0,2022-03-15,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,553-INDIA MARINE - DEBRIS REMOVAL,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2022-03-01,3,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,-2500.0,2022-03-15,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2022-03-01,3,WORLD SPECIALTY INSURANCE CO
CLM20087,IXC65887581,CA,2021-06-06,2021-06-09,-15000.0,2022-03-15,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* LOAD REJECTED DUE TO LATE DELIVERY,2022-03-01,3,WORLD SPECIALTY INSURANCE CO
CLM20088,NUV61436762,CA,2021-06-10,2021-06-11,15000.0,2021-06-11,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,OR,nan,2021-06-01,1,WORLD SPECIALTY INSURANCE CO
CLM20088,NUV61436762,CA,2021-06-10,2021-06-11,-15000.0,2021-09-27,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,OR,nan,2021-09-01,1,WORLD SPECIALTY INSURANCE CO
CLM20089,DDW18322656,CA,2021-05-29,2021-06-12,15000.0,2021-06-14,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,NY,*CARGO* LOAD DAMAGED,2021-06-01,14,WORLD SPECIALTY INSURANCE CO
CLM20089,DDW18322656,CA,2021-05-29,2021-06-12,-15000.0,2021-08-13,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,NY,*CARGO* LOAD DAMAGED,2021-08-01,14,WORLD SPECIALTY INSURANCE CO
CLM20090,TYG90054785,CA,2021-06-09,2021-06-14,15000.0,2021-06-14,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,WY,*CARGO* IV ROLLED OVER,2021-06-01,5,WORLD SPECIALTY INSURANCE CO
CLM20090,TYG90054785,CA,2021-06-09,2021-06-14,-15000.0,2021-10-07,WORLD SPECIALTY INSURANCE CO,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,WY,*CARGO* IV ROLLED OVER,2021-10-01,5,WORLD SPECIALTY INSURANCE CO
CLM20091,AHC53439432,CA,2021-06-13,2021-06-15,15000.0,2021-06-15,WORLD SPECIALTY INSURANCE CO,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,TX,*CARGO* IV CAUGHT FIRE,2021-06-01,2,WORLD SPECIALTY INSURANCE CO
