DATE,AMOUNT,COMPANY,ACCIDENT_STATE,CLAIM_ID,POLICY,TYPE,COVERAGE,DAYS_TO_NOTICE,MONTH_YEAR,COMPANY_NORMALIZED
2022-01-06,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20303,DAD56747260,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,119,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-07,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20304,ONH60344840,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,10,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-10,15000.0,WORLD SPECIALTY INSURANCE CO,NC,CLM20305,EJV92680291,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,77,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-11,15000.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20306,WCI84295133,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,88,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-18,15000.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20307,HAD45325026,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,240,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-18,15000.0,WORLD SPECIALTY INSURANCE CO,NC,CLM20308,XKY73613966,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,62,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-18,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20309,MQD98672195,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,16,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,5,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-21,10000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,5,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-21,2500.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,5,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-21,10000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,5,2022-01,WORLD SPECIALTY INSURANCE CO
2022-03-21,2000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,START-EXP-RSV,357-Adjusting Expenses,5,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-21,783.06,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,EXPENSE-PAID,357-Adjusting Expenses,5,2022-03,WORLD SPECIALTY INSURANCE CO
2022-05-05,8316.4,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,5,2022-05,WORLD SPECIALTY INSURANCE CO
2022-07-22,2100.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,5,2022-07,WORLD SPECIALTY INSURANCE CO
2022-07-22,2100.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20310,WMF38747156,RSV-LOSS-CHG,554-INDIA MARINE - EARNED FREIGHT,5,2022-07,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,8,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-20,10000.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,8,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-20,2500.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,8,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-20,4592.75,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,8,2022-01,WORLD SPECIALTY INSURANCE CO
2022-03-22,4592.75,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,8,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-25,31000.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,8,2022-03,WORLD SPECIALTY INSURANCE CO
2022-04-22,45100.8,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,8,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-22,2500.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,8,2022-04,WORLD SPECIALTY INSURANCE CO
2022-05-06,1000.0,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,8,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-13,4592.75,WORLD SPECIALTY INSURANCE CO,GA,CLM20311,PNE81947999,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,8,2022-05,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20312,PLT59140709,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,13,2022-01,WORLD SPECIALTY INSURANCE CO
2022-02-18,10273.08,WORLD SPECIALTY INSURANCE CO,IL,CLM20312,PLT59140709,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,13,2022-02,WORLD SPECIALTY INSURANCE CO
2022-03-03,2000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20312,PLT59140709,RSV-EXP-CHG,357-Adjusting Expenses,13,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-03,185.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20312,PLT59140709,EXPENSE-PAID,357-Adjusting Expenses,13,2022-03,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,VA,CLM20313,HOV88060047,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,3,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20314,VQF13452136,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,99,2022-01,WORLD SPECIALTY INSURANCE CO
2022-04-12,551.36,WORLD SPECIALTY INSURANCE CO,CA,CLM20314,VQF13452136,EXPENSE-PAID,357-Adjusting Expenses,99,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-12,2500.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20314,VQF13452136,START-EXP-RSV,357-Adjusting Expenses,99,2022-04,WORLD SPECIALTY INSURANCE CO
2022-01-19,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20315,VQF13452136,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,92,2022-01,WORLD SPECIALTY INSURANCE CO
2022-04-12,551.36,WORLD SPECIALTY INSURANCE CO,CA,CLM20315,VQF13452136,EXPENSE-PAID,357-Adjusting Expenses,92,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-12,2500.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20315,VQF13452136,START-EXP-RSV,357-Adjusting Expenses,92,2022-04,WORLD SPECIALTY INSURANCE CO
2022-01-20,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20316,LFI64461107,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,38,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-20,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20317,LVV85607452,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,222,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-20,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,82,2022-01,WORLD SPECIALTY INSURANCE CO
2022-03-25,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,82,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-25,13030.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,82,2022-03,WORLD SPECIALTY INSURANCE CO
2022-04-08,5000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,82,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-08,5000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,82,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-13,10296.69,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,82,2022-04,WORLD SPECIALTY INSURANCE CO
2022-06-30,10000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20318,RGZ70578949,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,82,2022-06,WORLD SPECIALTY INSURANCE CO
2022-01-21,15000.0,WORLD SPECIALTY INSURANCE CO,ME,CLM20319,TOU55198908,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,182,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-21,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20320,IIL58672470,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,45,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-24,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,1,2022-01,WORLD SPECIALTY INSURANCE CO
2022-02-14,2500.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,1,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,10000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,1,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,2000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,START-EXP-RSV,357-Adjusting Expenses,1,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,10000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,1,2022-02,WORLD SPECIALTY INSURANCE CO
2022-03-09,12761.02,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,INDEMNITY-PAID,552-INDIA MARINE - TRAILER INTERCHANGE,1,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-09,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,1,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-30,593.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,RSV-EXP-CHG,357-Adjusting Expenses,1,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-30,593.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20321,YGS13811233,EXPENSE-PAID,357-Adjusting Expenses,1,2022-03,WORLD SPECIALTY INSURANCE CO
2022-01-25,15000.0,WORLD SPECIALTY INSURANCE CO,CO,CLM20322,LHS47514630,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,25,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-26,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,3,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-27,10000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,3,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-27,10000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,3,2022-01,WORLD SPECIALTY INSURANCE CO
2022-03-16,2500.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,3,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-17,34300.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,3,2022-03,WORLD SPECIALTY INSURANCE CO
2022-04-12,2500.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,3,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-12,49283.04,WORLD SPECIALTY INSURANCE CO,CA,CLM20323,FCW91036890,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,3,2022-04,WORLD SPECIALTY INSURANCE CO
2022-01-27,15000.0,WORLD SPECIALTY INSURANCE CO,IN,CLM20324,VYA12699384,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-27,15000.0,WORLD SPECIALTY INSURANCE CO,IN,CLM20324,VYA12699384,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-27,15000.0,WORLD SPECIALTY INSURANCE CO,MN,CLM20325,ILP11063756,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,147,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-28,5000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20326,SAW93936265,START-EXP-RSV,357-Adjusting Expenses,32,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-28,15000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20326,SAW93936265,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,32,2022-01,WORLD SPECIALTY INSURANCE CO
2022-01-28,15000.0,WORLD SPECIALTY INSURANCE CO,NE,CLM20327,GCE13158343,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,24,2022-01,WORLD SPECIALTY INSURANCE CO
2022-02-01,15000.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,14,2022-02,WORLD SPECIALTY INSURANCE CO
2022-03-16,23100.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,14,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-16,8100.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,14,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-17,23026.9,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,14,2022-03,WORLD SPECIALTY INSURANCE CO
2022-04-01,3433.65,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,INDEMNITY-PAID,553-INDIA MARINE - DEBRIS REMOVAL,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-01,10000.0,WORLD SPECIALTY INSURANCE CO,PA,CLM20328,NHC31240811,START-LOSS-RSV,553-INDIA MARINE - DEBRIS REMOVAL,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-02-03,15000.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-02,WORLD SPECIALTY INSURANCE CO
2022-05-03,2500.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,0,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-19,29000.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,0,2022-05,WORLD SPECIALTY INSURANCE CO
2022-06-29,43792.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,0,2022-06,WORLD SPECIALTY INSURANCE CO
2022-06-29,2500.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-06,WORLD SPECIALTY INSURANCE CO
2022-06-29,2500.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20329,QDA85307338,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,0,2022-06,WORLD SPECIALTY INSURANCE CO
2022-02-04,15000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20330,TNV12277244,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,7,2022-02,WORLD SPECIALTY INSURANCE CO
2022-05-02,2500.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20330,TNV12277244,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,7,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-11,2500.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20330,TNV12277244,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,7,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-11,12600.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20330,TNV12277244,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,7,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-11,27600.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20330,TNV12277244,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,7,2022-05,WORLD SPECIALTY INSURANCE CO
2022-02-04,15000.0,WORLD SPECIALTY INSURANCE CO,CA,CLM20331,HCJ16306078,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,2,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-08,15000.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20332,AIX39887767,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,5,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-08,15000.0,WORLD SPECIALTY INSURANCE CO,OR,CLM20333,UYA54503885,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,46,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-09,3.0,WORLD SPECIALTY INSURANCE CO,VA,CLM20334,WHT98310624,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-09,25000.0,WORLD SPECIALTY INSURANCE CO,VA,CLM20334,WHT98310624,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,0,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-09,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20335,JDA10202556,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,5,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-09,5000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20335,JDA10202556,START-EXP-RSV,357-Adjusting Expenses,5,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-10,15000.0,WORLD SPECIALTY INSURANCE CO,WA,CLM20336,KYX29412078,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,227,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-10,15000.0,WORLD SPECIALTY INSURANCE CO,WA,CLM20337,KYX29412078,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,254,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,15000.0,WORLD SPECIALTY INSURANCE CO,WY,CLM20338,DXE42955725,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,3,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,2500.0,WORLD SPECIALTY INSURANCE CO,WY,CLM20338,DXE42955725,START-EXP-RSV,357-Adjusting Expenses,3,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,2500.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20339,XHK97188274,START-EXP-RSV,357-Adjusting Expenses,65,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,15000.0,WORLD SPECIALTY INSURANCE CO,TX,CLM20339,XHK97188274,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,65,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,15000.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20340,XVZ43083933,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,171,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-14,2500.0,WORLD SPECIALTY INSURANCE CO,IL,CLM20340,XVZ43083933,START-EXP-RSV,357-Adjusting Expenses,171,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-17,2500.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,START-EXP-RSV,357-Adjusting Expenses,2,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-17,15000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,2,2022-02,WORLD SPECIALTY INSURANCE CO
2022-03-07,10000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,INDEMNITY-PAID,453-COMP/COLL TOWING,2,2022-03,WORLD SPECIALTY INSURANCE CO
2022-03-07,10000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,START-LOSS-RSV,453-COMP/COLL TOWING,2,2022-03,WORLD SPECIALTY INSURANCE CO
2022-05-27,4817.8,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,2,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-27,2500.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,DED-RECV,551-INDIA MARINE - PRIMARY/REEFER,2,2022-05,WORLD SPECIALTY INSURANCE CO
2022-05-27,10000.0,WORLD SPECIALTY INSURANCE CO,FL,CLM20341,MRQ76600076,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,2,2022-05,WORLD SPECIALTY INSURANCE CO
2022-02-17,2500.0,WORLD SPECIALTY INSURANCE CO,WA,CLM20342,UHF14926918,START-EXP-RSV,357-Adjusting Expenses,50,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-17,15000.0,WORLD SPECIALTY INSURANCE CO,WA,CLM20342,UHF14926918,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,50,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-17,15000.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20343,SWR27295475,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,32,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-17,5000.0,WORLD SPECIALTY INSURANCE CO,NM,CLM20343,SWR27295475,START-EXP-RSV,357-Adjusting Expenses,32,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-21,15000.0,WORLD SPECIALTY INSURANCE CO,NV,CLM20344,SWR27295475,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,106,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-21,2500.0,WORLD SPECIALTY INSURANCE CO,NV,CLM20344,SWR27295475,START-EXP-RSV,357-Adjusting Expenses,106,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-21,2500.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,START-EXP-RSV,357-Adjusting Expenses,14,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-21,15000.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,START-LOSS-RSV,551-INDIA MARINE - PRIMARY/REEFER,14,2022-02,WORLD SPECIALTY INSURANCE CO
2022-04-01,2000.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,START-EXP-RSV,357-Adjusting Expenses,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-01,48739.22,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,INDEMNITY-PAID,551-INDIA MARINE - PRIMARY/REEFER,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-01,33740.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,RSV-LOSS-CHG,551-INDIA MARINE - PRIMARY/REEFER,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-01,2500.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,START-LOSS-RSV,554-INDIA MARINE - EARNED FREIGHT,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-04-01,2500.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,INDEMNITY-PAID,554-INDIA MARINE - EARNED FREIGHT,14,2022-04,WORLD SPECIALTY INSURANCE CO
2022-06-15,10502.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,SAL-RECV,551-INDIA MARINE - PRIMARY/REEFER,14,2022-06,WORLD SPECIALTY INSURANCE CO
2022-06-22,1837.85,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,RSV-EXP-CHG,357-Adjusting Expenses,14,2022-06,WORLD SPECIALTY INSURANCE CO
2022-06-22,1837.85,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,EXPENSE-PAID,357-Adjusting Expenses,14,2022-06,WORLD SPECIALTY INSURANCE CO
2022-07-11,1576.0,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,RSV-EXP-CHG,357-Adjusting Expenses,14,2022-07,WORLD SPECIALTY INSURANCE CO
2022-07-11,1575.3,WORLD SPECIALTY INSURANCE CO,NY,CLM20345,JFQ38265209,EXPENSE-PAID,357-Adjusting Expenses,14,2022-07,WORLD SPECIALTY INSURANCE CO
2022-02-23,15000.0,WORLD SPECIALTY INSURANCE CO,TN,CLM20346,ZNA71780684,START-LOSS-RSV,552-INDIA MARINE - TRAILER INTERCHANGE,22,2022-02,WORLD SPECIALTY INSURANCE CO
2022-02-23,2500.0,WORLD SPECIALTY INSURANCE CO,TN,CLM20346,ZNA71780684,START-EXP-RSV,357-Adjusting Expenses,22,2022-02,WORLD SPECIALTY INSURANCE CO
